Pod Memory Report

Namespace,Pod Name,Memory Request,Memory Limit,Avg Memory Usage,Suggested Request,90%tile Memory Usage,90%tile Memory Usage,Max Memory Usage
spr-apps,standalone-lst-ml-tier2-deployment-77f9995fff-rzqv7,69793218560,inf,9185774250.666666,11818305865.593056,12575318016.0,12575318016.0,12575318016
spr-apps,standalone-lst-visual-global-remote-matcher-deployment-66d4qmn6,65498251264,inf,8366600192.0,8366600192.0,8366600192.0,8366600192.0,8366600192
spr-apps,standalone-lst-visual-global-remote-matcher-deployment-66ddzbd5,65498251264,inf,32865903502.22222,38655453411.55556,34795753472.0,34795753472.0,34795753472
kube-system,aws-node-bqlf4,0,inf,501955802.2295082,502355243.6648595,502509568.0,502521856.0,502521856
kube-system,ebs-csi-node-sdr62,1610612736,inf,104150133.50819673,104416279.10612203,104861696.0,104861696.0,104861696
kube-system,kube-proxy-f8lhn,0,inf,118198607.73770492,118584041.33413704,118661120.0,118923264.0,118923264
lacework,lacework-agent-jtsqj,3040870400,inf,1660973458.8852458,1672516722.6229951,1675763712.0,1675763712.0,1675763712
monitoring,filebeat-6j28f,3600000000,inf,1530993546.4918032,1578277040.6947546,1660952576.0,1660952576.0,1660952576
spr-apps,standalone-lst-pi-feedback-processor-deployment-7b65fdd8-pnnwn,18253611008,inf,10878003972.196722,10878074058.65864,10878193664.0,10878193664.0,10878193664
spr-apps,standalone-lst-theme-alert-track-delayed-amazon-deploymenthwlgx,26843545600,inf,15569152772.196722,16188227782.295135,15976497152.0,15977693184.0,15977693184
spr-apps,standalone-standalone-audit-deployment-5989fdf474-wj69t,39728447488,inf,24294537786.754097,24296907031.08735,24295514112.0,24295514112.0,24295514112
kube-system,aws-node-nx4fb,0,inf,596723342.6885246,597176101.3301816,597336064.0,597336064.0,597336064
kube-system,kube-proxy-66nhd,0,inf,119911004.32786885,120369109.67695342,120897536.0,120897536.0,120897536
lacework,lacework-agent-88nfc,3040870400,inf,1741251701.5081968,1748745796.0665834,1756524544.0,1756524544.0,1756524544
spr-apps,lst-web-facebook-engagement-stats-deployment-545b69c556-qmhwv,54760833024,inf,35494169482.491806,35501884796.06423,35505127424.0,35505127424.0,35505127424
spr-apps,standalone-lst-ml-internal-deployment-679cc6b454-j22s9,61203283968,inf,16782382876.444445,16817354716.175928,16809455616.0,16809455616.0,16809455616
spr-apps,standalone-lst-ml-internal-deployment-679cc6b454-l57zh,61203283968,inf,5781087027.2,6289345607.634909,6462987468.8,6644827586.56,6690287616
spr-apps,standalone-lst-ml-samsung-dedicated-deployment-64dbb4fbf4-tchvl,44023414784,inf,10596188160.0,15342020003.59895,14103715840.0,14103715840.0,14103715840
spr-apps,standalone-lst-tweet-actor-profile-enrichment-deployment-74c67s,26843545600,inf,16423182201.704918,16430426922.779236,16429518848.0,16429582745.6,16429678592
keda,keda-operator-6b676d8c87-f6x8q,0,inf,188032721.83606556,188063632.02098098,188071936.0,188071936.0,188071936
kube-system,cluster-autoscaler-6c8c85ff7f-gp4xv,8589934592,inf,1310965760.0,1310965760.0,1310965760.0,1310965760.0,1310965760
kube-system,coredns-549dbdbf57-7cndh,356515840,inf,93966806.03278689,94308791.45315342,95207424.0,95207424.0,95207424
kube-system,ebs-csi-node-pdxf9,1610612736,inf,61397428.45901639,61609173.93625936,61825024.0,61825024.0,61825024
kube-system,kube-proxy-tlvn4,0,inf,47090167.60655738,47271619.58047401,47423488.0,47423488.0,47423488
lacework,lacework-agent-9kpvb,3040870400,inf,1374287771.2786884,1384039361.5512898,1383129088.0,1383129088.0,1383129088
cert-manager,cert-manager-webhook-6d4c5c44bb-cnjmc,0,inf,57073664.0,57073664.0,57073664.0,57073664.0,57073664
keda,keda-operator-metrics-apiserver-7866459547-jwxp7,0,inf,149676837.7704918,149703663.9092327,149725184.0,149725184.0,149725184
kube-system,aws-node-8k8hh,0,inf,425331997.3770492,425798062.36981076,426205184.0,426205184.0,426205184
kube-system,coredns-549dbdbf57-6l2hs,356515840,inf,93817335.60655738,94333989.44680645,94822400.0,94822400.0,94822400
kube-system,ebs-csi-node-dj9r8,1610612736,inf,54334850.09836066,54545856.901298836,54575104.0,54714368.0,54714368
kube-system,kube-proxy-qw5m7,0,inf,50150618.2295082,50532783.897246875,51167232.0,51167232.0,51167232
kubecost,keycloak-proxy-kubecost-deployment-5964d6bb4d-fr5fh,1048576000,inf,20081412.19672131,20103336.84399542,20111360.0,20111360.0,20111360
kubernetes-dashboard,dashboard-metrics-scraper-8574d756f9-qfpxh,1468006400,inf,110600192.0,110600192.0,110600192.0,110600192.0,110600192
lacework,lacework-agent-ft4z8,3040870400,inf,1451889512.918033,1456196860.1765997,1460834304.0,1460834304.0,1460834304
linkerd-viz,grafana-85bc6bc5d4-f6dmh,2671771648,inf,113995776.0,113995776.0,113995776.0,113995776.0,113995776
monitoring,filebeat-br99k,3600000000,inf,1425061585.8360655,1428021823.2949114,1429270528.0,1430073344.0,1430073344
monitoring,prometheus-node-exporter-h582k,125829120,inf,38627563.016393445,38696043.124775976,38699008.0,38768640.0,38768640
spr-apps,autocomplete-st-deployment-76fcdcc9f5-9tt5r,44023414784,inf,27456111666.360657,27456234218.018158,27456421888.0,27456421888.0,27456421888
spr-ops,keycloak-proxy-linkerd-grafana-deployment-9d4b8c597-gg889,0,inf,19947520.0,19947520.0,19947520.0,19947520.0,19947520
kube-system,aws-node-5wntf,0,inf,521604314.2295082,522924707.5093555,526336000.0,526336000.0,526336000
kube-system,kube-proxy-4hdwq,0,inf,114117380.19672132,114655339.31079322,114974720.0,115187712.0,115187712
lacework,lacework-agent-w6pgb,3040870400,inf,1860496937.9672132,1873848184.3659854,1875632128.0,1889320960.0,1889320960
kube-system,aws-node-jsk2l,0,inf,491050974.42622954,491547761.2119063,491753472.0,492380160.0,492380160
kube-system,ebs-csi-node-dqpmq,1610612736,inf,103345571.67213115,103677641.54044707,103858176.0,103858176.0,103858176
kube-system,kube-proxy-6flgp,0,inf,114896157.37704918,115350021.47562253,115892224.0,115892224.0,115892224
lacework,lacework-agent-8xhfg,3040870400,inf,1780838601.442623,1791147476.2820542,1792946176.0,1792946176.0,1792946176
monitoring,filebeat-klb9s,3600000000,inf,1390932102.2950819,1424681875.7172585,1457442816.0,1457442816.0,1457442816
spr-apps,lst-visual-phash-deployment-5659f46888-lk6gr,54760833024,inf,26807792757.508198,26807831745.828407,26807914496.0,26807914496.0,26807914496
spr-apps,standalone-lst-replay-data-share-link-deployment-58dc7bff59pc8x,35433480192,inf,17985655925.508198,18021490810.511932,18048000000.0,18048000000.0,18048000000
kube-system,aws-node-pshr9,0,inf,460036263.86885244,460296667.235313,460460032.0,460562432.0,460562432
kube-system,ebs-csi-node-wwltg,1610612736,inf,54264613.7704918,54365829.51276285,54378496.0,54378496.0,54378496
kube-system,kube-proxy-4pf6h,0,inf,50048956.85245901,50425279.84173081,50913280.0,50913280.0,50913280
lacework,lacework-agent-zlnhk,3040870400,inf,1297367912.918033,1297752280.6463213,1297870848.0,1297870848.0,1297870848
monitoring,filebeat-rh4fj,3600000000,inf,275457544.39344263,283468373.3351454,284987392.0,284987392.0,284987392
monitoring,prometheus-node-exporter-8n8kw,125829120,inf,38814233.18032787,38859987.9963008,38854656.0,38854656.0,38854656
spr-apps,autocomplete-st-deployment-76fcdcc9f5-lxmcx,44023414784,inf,23649209562.229507,23649304252.263958,23649304576.0,23649669120.0,23649669120
spr-ops,k8s-dashboard-keycloak-5fff589598-m2d28,1048576000,inf,21815296.0,21815296.0,21815296.0,21815296.0,21815296
spr-apps,autocomplete-gen-deployment-5f7b49b869-zplcc,44023414784,inf,27974473425.836067,27975241239.020824,27975979008.0,27975979008.0,27975979008
kube-system,ebs-csi-controller-55b9574fb-99xdp,3221225472,inf,90422272.0,116270080.0,103346176.0,103346176.0,103346176
kube-system,aws-node-mrf45,0,inf,576657575.8688525,577079672.311561,577425408.0,577425408.0,577425408
kube-system,ebs-csi-node-w5tpw,1610612736,inf,145919127.0819672,146293310.46190554,146657280.0,146657280.0,146657280
kube-system,kube-proxy-9gnk6,0,inf,171788925.90163934,172397516.19473386,173072384.0,173072384.0,173072384
lacework,lacework-agent-cvgvd,3040870400,inf,1810170393.180328,1816143398.597254,1824735232.0,1824735232.0,1824735232
monitoring,filebeat-spdkd,3600000000,inf,490695428.1967213,506261818.66665363,511438848.0,511438848.0,511438848
spr-apps,lst-visual-video-deployment-854f557d7-jkdd8,41875931136,inf,26581584845.639343,26818403077.314137,26981498880.0,26981498880.0,26981498880
spr-apps,lst-visual-video-deployment-854f557d7-n8pc6,41875931136,inf,25900292868.19672,26081144595.28798,26349830144.0,26349830144.0,26349830144
spr-apps,lst-visual-video-deployment-854f557d7-pcr59,41875931136,inf,26777845894.295082,26953264088.422703,27082170368.0,27082170368.0,27082170368
kube-system,ebs-csi-controller-55b9574fb-2kglh,3221225472,inf,137913685.33333334,144553602.68876177,142577664.0,142577664.0,142577664
kube-system,ebs-csi-controller-55b9574fb-vd9qf,0,inf,101193728.0,137729298.0156209,116109312.0,116109312.0,116109312
lacework,lacework-agent-ftskr,3040870400,inf,1630253391.737705,1652810752.5460992,1673199616.0,1673199616.0,1673199616
kube-system,ebs-csi-controller-55b9574fb-x7wrw,0,inf,124772352.0,168062869.61780855,149766144.0,149766144.0,149766144
kube-system,aws-node-q68mc,0,inf,387694793.44262296,387899899.6303509,388014080.0,388014080.0,388014080
kube-system,kube-proxy-xdqwd,0,inf,50020486.295081966,50414159.96098269,51060736.0,51060736.0,51060736
lacework,lacework-agent-qxdcb,3040870400,inf,1308911246.6885245,1317130481.846467,1325867008.0,1325867008.0,1325867008
linkerd,linkerd-destination-6bb7f9fcbf-b65lq,6392119296,inf,1346321827.672131,1348029912.0313814,1349865472.0,1349865472.0,1349865472
linkerd-viz,tap-74db5d8657-rlk9j,1258291200,inf,513498867.40983605,513865529.8579683,514113536.0,514113536.0,514113536
linkerd-viz,web-64878d98b8-mc8w6,1048576000,inf,71168671.47540984,72466215.74410851,74256384.0,74256384.0,74256384
monitoring,filebeat-z95j6,3600000000,inf,357988251.27868855,379244427.1260295,378134528.0,378134528.0,378134528
ingress-nginx-internal,nginx-ingress-internal-controller-645c7b5dd-dphfz,0,inf,417051631.21311474,425243818.01096755,432615424.0,432615424.0,432615424
kube-system,aws-node-nzqng,0,inf,519209362.8852459,519655001.7275076,519864320.0,519954432.0,519954432
lacework,lacework-agent-85b9h,3040870400,inf,1510661203.9344263,1514108798.6745596,1516511232.0,1516511232.0,1516511232
kube-system,ebs-csi-controller-55b9574fb-j4nhx,3221225472,inf,83532458.66666667,132167484.63235281,111611904.0,111611904.0,111611904
kube-system,aws-node-dpfx2,0,inf,377564109.6393443,377766388.60170585,377880576.0,377966592.0,377966592
kube-system,ebs-csi-node-zt4tj,1610612736,inf,54089492.983606555,54235006.75768018,54468608.0,54468608.0,54468608
kube-system,kube-proxy-4kwlc,0,inf,50782610.885245904,51229122.29669553,51699712.0,51699712.0,51699712
lacework,lacework-agent-xz8g8,3040870400,inf,1253385870.6885245,1268492045.2696662,1307435008.0,1307435008.0,1307435008
monitoring,filebeat-gn7st,3600000000,inf,238638197.5081967,249236500.75063542,260694016.0,260694016.0,260694016
kube-system,ebs-csi-controller-55b9574fb-kc7vn,3221225472,inf,139375047.1111111,194186137.91658524,169418752.0,169418752.0,169418752
kube-system,ebs-csi-controller-55b9574fb-mlc5r,3221225472,inf,149937230.76923078,225877581.665706,201125888.0,201125888.0,201125888
kube-system,kube-proxy-mxr94,0,inf,111979268.19672132,112458434.57511581,113156096.0,113156096.0,113156096
kube-system,aws-node-hzxvk,0,inf,479984186.75409836,576671359.0956665,612765696.0,612765696.0,612765696
kube-system,ebs-csi-node-nhsn5,1610612736,inf,77297026.09836066,77533382.08077092,77692928.0,77692928.0,77692928
kube-system,kube-proxy-qm2dm,0,inf,82583283.40983607,83042459.36257334,84033536.0,84033536.0,84033536
lacework,lacework-agent-djw6d,3040870400,inf,1365456392.3934426,1370616206.0451703,1375412224.0,1375412224.0,1375412224
monitoring,filebeat-7v72l,3600000000,inf,373286341.24590164,403303972.45236933,481996800.0,481996800.0,481996800
spr-apps,spr-display-api-deployment-5887cc7458-5lkdf,131073741824,inf,70406332348.85246,70425781171.94745,70478135296.0,70478135296.0,70478135296
spr-apps,spr-display-api-deployment-5887cc7458-b2bjh,131073741824,inf,67111102363.27869,67125524772.42431,67160969216.0,67160969216.0,67160969216
kube-system,aws-node-62vnz,0,inf,543853786.2295082,546207786.4274787,546799616.0,546799616.0,546799616
kube-system,ebs-csi-node-jw74q,1610612736,inf,104173097.96721311,104464985.12571527,104693760.0,104693760.0,104693760
kube-system,kube-proxy-hzmdk,0,inf,123621711.73770492,124282443.7661735,124825600.0,124825600.0,124825600
lacework,lacework-agent-zdtnz,3040870400,inf,1567351656.918033,1574060188.2512465,1573937152.0,1573937152.0,1573937152
monitoring,filebeat-th6hp,3600000000,inf,2214630584.655738,2235445932.7789702,2274140160.0,2274140160.0,2274140160
kube-system,aws-node-dbczz,0,inf,449016546.6229508,449380831.66085374,449601536.0,449601536.0,449601536
kube-system,ebs-csi-node-v5wkh,1610612736,inf,77353161.44262294,77617984.47448942,77729792.0,78077952.0,78077952
kube-system,kube-proxy-w85c7,0,inf,75334303.47540984,75721962.831294,76029952.0,76029952.0,76029952
lacework,lacework-agent-f7hmd,3040870400,inf,1343510427.2786884,1353710138.178312,1358331904.0,1358331904.0,1358331904
monitoring,filebeat-6p9cc,3600000000,inf,346723378.3606557,356719645.5044509,364838912.0,364838912.0,364838912
kube-system,aws-node-tjhdm,0,inf,625807964.3278688,627609463.4568208,630108160.0,630108160.0,630108160
kube-system,ebs-csi-node-jb8bf,1610612736,inf,148207380.98360655,148781821.93533924,149262336.0,149262336.0,149262336
kube-system,kube-proxy-rmgwc,0,inf,170005755.80327868,170538264.968617,170803200.0,170803200.0,170803200
lacework,lacework-agent-qdvm5,3040870400,inf,1313568465.8360655,1320667260.537533,1329201152.0,1329201152.0,1329201152
monitoring,filebeat-qmdh5,3600000000,inf,329418181.24590164,359526857.10148597,384794624.0,384794624.0,384794624
kube-system,aws-node-qxl2d,0,inf,546671431.3442622,547448778.0991921,549011456.0,549011456.0,549011456
kube-system,ebs-csi-node-5kvh4,1610612736,inf,144590277.24590164,145075676.59587377,145719296.0,145719296.0,145719296
kube-system,kube-proxy-jl5f7,0,inf,166690950.29508197,167369773.3643409,168275968.0,168275968.0,168275968
lacework,lacework-agent-5nvm8,3040870400,inf,1339904872.918033,1351054178.7764075,1357275136.0,1357275136.0,1357275136
monitoring,filebeat-nv8zk,3600000000,inf,303272271.73770493,330246553.1178715,356528128.0,356528128.0,356528128
kube-system,aws-node-lckwr,0,inf,544605368.6557378,545639259.2455664,547295232.0,547295232.0,547295232
kube-system,ebs-csi-node-bx46g,1610612736,inf,144637280.52459016,145009508.43958524,145268736.0,145268736.0,145268736
kube-system,kube-proxy-mr8g2,0,inf,164871117.63934427,165550386.23198172,166084608.0,166084608.0,166084608
lacework,lacework-agent-brd9r,3040870400,inf,1295006535.3442624,1303479531.2586498,1310556160.0,1310556160.0,1310556160
monitoring,filebeat-mz5xg,3600000000,inf,375842648.13114756,398481041.0684491,410529792.0,410529792.0,410529792
kube-system,aws-node-knt65,0,inf,541525109.5081967,542201430.1543719,542384128.0,542384128.0,542384128
kube-system,ebs-csi-node-cl6jm,1610612736,inf,145950417.83606556,146412630.132271,146837504.0,146837504.0,146837504
kube-system,kube-proxy-5t4ps,0,inf,162929009.3114754,163548208.9968658,163983360.0,164307763.2,164794368
lacework,lacework-agent-s9jbv,3040870400,inf,1255659016.3934426,1261156922.250589,1271095296.0,1271095296.0,1271095296
monitoring,filebeat-s5lrm,3600000000,inf,311374025.44262296,337346149.3331387,354852864.0,354852864.0,354852864
lacework,lacework-agent-rqvzt,3040870400,inf,1430577689.180328,1435310930.5866437,1444339712.0,1444339712.0,1444339712
lacework,lacework-agent-z4shc,3040870400,inf,1253742155.5409837,1258045842.5301948,1266360320.0,1266360320.0,1266360320
kube-system,aws-node-8gpf8,0,inf,448808389.24590164,449388382.476021,449863680.0,449863680.0,449863680
kube-system,kube-proxy-9zsqk,0,inf,155042329.18032786,155658907.7918818,155975680.0,155975680.0,155975680
lacework,lacework-agent-zpftk,3040870400,inf,1237188070.819672,1245611642.0398726,1253793792.0,1253793792.0,1253793792
monitoring,filebeat-ksmlg,3600000000,inf,222447179.54098362,224702873.83658713,224854016.0,224854016.0,224854016
kube-system,aws-node-d5zv8,0,inf,542564486.295082,543614389.1801412,545689600.0,545689600.0,545689600
kube-system,kube-proxy-c5plf,0,inf,179307838.95081967,179875625.2836184,180015104.0,180527104.0,180527104
lacework,lacework-agent-4wjzv,3040870400,inf,1288697620.9836066,1297727837.4978151,1312722944.0,1312722944.0,1312722944
monitoring,filebeat-vthgz,3600000000,inf,270726731.5409836,273486313.49905676,275185664.0,275185664.0,275185664
kube-system,aws-node-wn2rv,0,inf,543604803.1475409,544361544.918058,544440320.0,546402304.0,546402304
kube-system,ebs-csi-node-scstt,1610612736,inf,145839087.21311477,146334942.74061975,146735104.0,146735104.0,146735104
kube-system,kube-proxy-8qlmd,0,inf,172369214.95081967,173162182.53939712,173559808.0,173686784.0,173686784
lacework,lacework-agent-kx8sp,3040870400,inf,1344990426.2295082,1354045769.3312533,1355186176.0,1355186176.0,1355186176
monitoring,filebeat-f7b22,3600000000,inf,481047803.8032787,486748749.9831988,489799680.0,489799680.0,489799680
kube-system,kube-proxy-dhfls,0,inf,166328890.75409836,166924110.65091792,167501824.0,167501824.0,167501824
kube-system,aws-node-stbc9,0,inf,419574498.6229508,419949646.54127127,420311040.0,420311040.0,420311040
kube-system,ebs-csi-node-nnwms,1610612736,inf,102366291.93442623,102602905.0993623,102731776.0,102731776.0,102731776
kube-system,kube-proxy-jx67m,0,inf,108966156.59016393,109404820.06747706,109961216.0,109961216.0,109961216
monitoring,filebeat-zlhbq,3600000000,inf,2070701039.2131147,2106134515.5990114,2137595904.0,2137595904.0,2137595904
spr-apps,lst-parent-stitching-deployment-5f5448bbd5-cwz29,18253611008,inf,10071211159.081966,10074691608.406916,10074390528.0,10074390528.0,10074390528
spr-apps,lst-parent-stitching-deployment-5f5448bbd5-ff778,18253611008,inf,10097042348.065575,10101197873.62879,10101649408.0,10101649408.0,10101649408
spr-apps,lst-parent-stitching-deployment-5f5448bbd5-r2zqv,18253611008,inf,10138184922.229507,10140888378.506516,10145173504.0,10145173504.0,10145173504
kube-system,aws-node-mql77,0,inf,473776530.8852459,474017390.2029898,474542080.0,474542080.0,474542080
kube-system,kube-proxy-8p7sc,0,inf,128333991.86885247,129147706.5640948,129892352.0,129892352.0,129892352
lacework,lacework-agent-cppqk,3040870400,inf,1357660965.7704918,1365614316.0049105,1364910080.0,1364910080.0,1364910080
monitoring,filebeat-l6pqg,3600000000,inf,932372748.590164,956564250.014345,966365184.0,966365184.0,966365184
kube-system,aws-node-bd2kj,0,inf,397142452.4590164,397495757.31408566,397668352.0,397676544.0,397676544
kube-system,kube-proxy-mjcss,0,inf,50095422.95081967,50442168.742616795,50929664.0,50929664.0,50929664
lacework,lacework-agent-7wrqr,3040870400,inf,1278224619.0163934,1293449489.337593,1294524416.0,1294524416.0,1294524416
linkerd,linkerd-destination-6bb7f9fcbf-2whnt,6392119296,inf,1303451547.2786884,1305396398.7317598,1306480640.0,1306480640.0,1306480640
linkerd,linkerd-identity-8f6cb84fd-t6rx9,1048576000,inf,66141670.81967213,67399794.95867302,68476928.0,68476928.0,68476928
linkerd,linkerd-proxy-injector-6d8fdb549b-c9n6d,4819255296,inf,701852218.7540984,708408004.2897409,718426112.0,718426112.0,718426112
linkerd-viz,tap-74db5d8657-6cnwr,1258291200,inf,505713177.1803279,506411258.43165207,506548224.0,506548224.0,506548224
linkerd-viz,tap-injector-7459dc4845-qjzsq,524288000,inf,66606331.80327869,69368240.7954908,73310208.0,73310208.0,73310208
monitoring,filebeat-tnpfp,3600000000,inf,1792049487.737705,1989083792.5985754,2009567232.0,2009567232.0,2009567232
kube-system,aws-node-h8mfh,0,inf,563693534.4262295,564022085.905612,564129792.0,564199424.0,564199424
kube-system,kube-proxy-gxhzs,0,inf,113006894.16393442,113416499.93858224,114073600.0,114073600.0,114073600
lacework,lacework-agent-mmlzm,3040870400,inf,1851769772.0655737,1859303964.8422723,1868062720.0,1868062720.0,1868062720
kube-system,aws-node-rnqwt,0,inf,446800207.73770493,447353942.0450391,447565824.0,447565824.0,447565824
kube-system,ebs-csi-node-tmzhh,1610612736,inf,100929065.96721311,101292745.3288804,101736448.0,101736448.0,101736448
kube-system,kube-proxy-nqdxr,0,inf,102636225.04918033,103066714.92283894,103522304.0,103522304.0,103522304
lacework,lacework-agent-j98vs,3040870400,inf,1279087733.5081968,1287742791.382235,1286799360.0,1289527296.0,1289527296
monitoring,filebeat-cznx4,3600000000,inf,447669164.06557375,459004551.01200277,476053504.0,476053504.0,476053504
kube-system,aws-node-tw28f,0,inf,434541416.91803277,434908049.81073016,435093504.0,435093504.0,435093504
kube-system,ebs-csi-node-5ks58,1610612736,inf,101275278.68852459,101530129.09303853,101789696.0,101789696.0,101789696
kube-system,kube-proxy-c6tsc,0,inf,101294080.0,101419438.12293851,101523456.0,101523456.0,101523456
lacework,lacework-agent-j45cw,3040870400,inf,1348569658.7540984,1366184813.606684,1358946304.0,1358946304.0,1358946304
monitoring,filebeat-k7xs2,3600000000,inf,554361302.0327868,560536663.7105662,567521280.0,567521280.0,567521280
spr-apps,standalone-standalone-benchmarking-anomaly-aggregate-deploxcclf,76235669504,inf,39656904737.57377,40662978945.89137,40352301056.0,40420687872.0,40523268096
kube-system,aws-node-jpgbn,0,inf,444923568.26229507,445401801.6504371,445886464.0,445886464.0,445886464
kube-system,ebs-csi-node-s2vzb,1610612736,inf,100810080.52459016,101128324.33155875,101355520.0,101355520.0,101355520
kube-system,kube-proxy-6z82g,0,inf,100465479.3442623,100903539.0564156,101433344.0,101433344.0,101433344
lacework,lacework-agent-csslk,3040870400,inf,1436630368.5245903,1463664875.6200855,1458987008.0,1458987008.0,1458987008
monitoring,filebeat-rtlts,3600000000,inf,655167085.1147541,680446674.0788693,724250624.0,724250624.0,724250624
spr-apps,standalone-theme-trends-anomaly-consume-deployment-84ccfdfl7ggj,430570471424,inf,114956878898.36066,116152843135.25816,115868581888.0,115868581888.0,115868581888
kube-system,aws-node-ll8k4,0,inf,456609926.295082,456977260.82385373,457342976.0,457342976.0,457342976
kube-system,ebs-csi-node-lwgn8,1610612736,inf,104100041.44262294,104429632.81842439,104808448.0,104808448.0,104808448
kube-system,kube-proxy-wqrnv,0,inf,125045239.60655738,125647064.6156532,126427136.0,126427136.0,126427136
lacework,lacework-agent-ztg7q,3040870400,inf,1566662924.590164,1577736672.303662,1575669760.0,1575669760.0,1575669760
monitoring,filebeat-j8vg8,3600000000,inf,2117639319.081967,2170836675.3866334,2182946816.0,2182946816.0,2182946816
spr-apps,standalone-lst-backfill-data-matcher-feed-dedicated1-deplo8fhxt,69793218560,inf,10888691712.0,18017495247.031467,16853254144.0,16853254144.0,16853254144
kube-system,aws-node-644x8,0,inf,432775436.59016395,433200597.88398695,433549312.0,433549312.0,433549312
kube-system,ebs-csi-node-vsvsw,1610612736,inf,99938371.14754099,100237847.75532117,100474880.0,100474880.0,100474880
kube-system,kube-proxy-265qq,0,inf,102884738.09836066,103593675.86613348,104833024.0,104833024.0,104833024
lacework,lacework-agent-hndm7,3040870400,inf,1231674854.819672,1246982897.9583464,1246003200.0,1246003200.0,1246003200
monitoring,filebeat-zchs4,3600000000,inf,325605946.75409836,346633034.9085083,356020224.0,356020224.0,356020224
kube-system,aws-node-547wh,0,inf,358065538.09836066,358713737.8676629,359223296.0,359223296.0,359223296
kube-system,ebs-csi-node-zrrwk,1610612736,inf,99018987.01639344,99363049.81732811,99852288.0,99852288.0,99852288
kube-system,kube-proxy-c55kn,0,inf,86963787.5409836,87464748.20026673,88637440.0,88637440.0,88637440
lacework,lacework-agent-bcstk,3040870400,inf,675481835.0163934,687903146.4773016,687505408.0,695214080.0,695214080
monitoring,filebeat-rt8vn,3600000000,inf,357087534.1639344,365199248.82929516,375242752.0,375242752.0,375242752
spr-apps,lst-profile-enrichment-deployment-69fbc87dd8-kdpkq,52613349376,inf,34238892199.86885,34305043032.01266,34321874944.0,34321874944.0,34321874944
spr-apps,restricted-lst-tier1-deployment-fcc78494f-7t8mz,131073741824,inf,76814191364.19672,78972007745.2673,78287618048.0,78393925632.0,78393925632
kube-system,aws-node-jq5t6,0,inf,466012865.0491803,466541107.057297,467214336.0,467214336.0,467214336
kube-system,ebs-csi-node-rz6fz,1610612736,inf,148967088.26229507,149309358.2631181,149381120.0,149381120.0,149381120
kube-system,kube-proxy-v7tkt,0,inf,188808410.2295082,189164707.94134557,189358080.0,189358080.0,189358080
lacework,lacework-agent-6hq7r,3040870400,inf,1346150937.180328,1350567014.5568755,1358807040.0,1358807040.0,1358807040
monitoring,filebeat-knrw5,3600000000,inf,276393043.93442625,281028555.5811587,282411008.0,282411008.0,282411008
kube-system,aws-node-2f625,0,inf,495265221.24590164,496136537.79597867,497053696.0,497053696.0,497053696
kube-system,ebs-csi-node-r62l8,1610612736,inf,104808985.18032786,105142646.62035461,105480192.0,105480192.0,105480192
kube-system,kube-proxy-qnsz7,0,inf,125850875.80327868,126225925.34561351,126779392.0,126779392.0,126779392
lacework,lacework-agent-x2fjd,3040870400,inf,1450435835.8032787,1468353925.3354816,1466130432.0,1467555840.0,1467555840
monitoring,filebeat-zv96z,3600000000,inf,1197751447.081967,1239191832.5621507,1255194624.0,1255194624.0,1255194624
kube-system,aws-node-42jcs,0,inf,374088687.21311474,374699547.9307739,375214080.0,375214080.0,375214080
kube-system,kube-proxy-szd2l,0,inf,95135576.13114753,95679885.87100476,96444416.0,96444416.0,96444416
lacework,lacework-agent-tbqcm,3040870400,inf,609210435.1475409,616617256.6293485,619741184.0,619782144.0,619782144
monitoring,filebeat-cvbtx,3600000000,inf,418449710.1639344,426411234.5683269,432906240.0,432906240.0,432906240
spr-apps,standalone-trends-anomaly-match-deployment-8476ff76c8-zvdbw,52613349376,inf,31861606769.311474,31863947090.086716,31862513664.0,31862530048.0,31862530048
kube-system,aws-node-4sm66,0,inf,416136477.3770492,416628972.911404,417382400.0,417382400.0,417382400
kube-system,ebs-csi-node-bld7b,1610612736,inf,103431184.78688525,103779800.39424886,104120320.0,104120320.0,104120320
kube-system,kube-proxy-xj2xm,0,inf,120882226.36065574,121295500.31255198,121733120.0,121733120.0,121733120
lacework,lacework-agent-422gm,3040870400,inf,1453416649.442623,1462170262.5715296,1471037440.0,1471037440.0,1471037440
monitoring,filebeat-xrgck,3600000000,inf,128553967.21311475,128770666.71892415,128942080.0,128991232.0,128991232
kube-system,aws-node-f28vf,0,inf,510583724.06557375,510889214.8224063,511229952.0,511229952.0,511229952
kube-system,ebs-csi-node-vbrsf,1610612736,inf,104440210.8852459,104708740.78925326,104947712.0,104947712.0,104947712
kube-system,kube-proxy-96cj8,0,inf,132492976.26229508,133069934.99704313,133406720.0,133406720.0,133406720
lacework,lacework-agent-pxqbk,3040870400,inf,1539988698.2295082,1561054848.1010678,1553326080.0,1553326080.0,1553326080
monitoring,filebeat-4kpnz,3600000000,inf,326739195.8032787,338828996.20968324,352870400.0,352870400.0,352870400
kube-system,aws-node-m8l84,0,inf,422745205.5081967,423076947.90509176,423342080.0,423342080.0,423342080
kube-system,ebs-csi-node-wnnpq,1610612736,inf,101781705.44262294,102116946.15379113,102440960.0,102440960.0,102440960
kube-system,kube-proxy-68jkt,0,inf,114075211.5409836,114807952.73366402,115757056.0,115757056.0,115757056
